1.189661741256713867e+00,1.186241149902343750e+00,1.150554656982421875e+00,1.328892111778259277e+00,1.254173994064331055e+00,1.364241480827331543e+00,1.179551601409912109e+00,1.119027614593505859e+00,1.073429465293884277e+00,1.205636501312255859e+00,1.143343448638916016e+00,1.189071655273437500e+00,1.118752479553222656e+00,1.137352347373962402e+00,1.179322123527526855e+00,1.237051129341125488e+00,1.264081001281738281e+00,1.172719836235046387e+00,1.206429600715637207e+00,1.333938598632812500e+00,1.163567543029785156e+00,1.255460858345031738e+00,1.174597501754760742e+00,1.123839735984802246e+00,1.178917884826660156e+00,1.218780159950256348e+00,1.205791831016540527e+00,1.081693410873413086e+00,1.227171182632446289e+00,1.132994174957275391e+00
8.354740738868713379e-01,1.174421191215515137e+00,1.018642544746398926e+00,1.103821039199829102e+00,1.013683438301086426e+00,9.938546419143676758e-01,1.043981552124023438e+00,9.955323934555053711e-01,9.376782774925231934e-01,9.668807983398437500e-01,1.031855106353759766e+00,1.010580301284790039e+00,9.222162365913391113e-01,8.800044059753417969e-01,9.753739833831787109e-01,9.783824682235717773e-01,9.278818964958190918e-01,9.616514444351196289e-01,9.455977082252502441e-01,1.189941525459289551e+00,9.360327720642089844e-01,9.979435801506042480e-01,1.006568908691406250e+00,9.589793682098388672e-01,9.818226099014282227e-01,1.054460763931274414e+00,9.915325045585632324e-01,1.086600065231323242e+00,9.174162149429321289e-01,9.827384948730468750e-01
8.014642000198364258e-01,7.447949051856994629e-01,8.884695768356323242e-01,8.182767629623413086e-01,7.495996952056884766e-01,8.932106494903564453e-01,8.136457800865173340e-01,8.505119085311889648e-01,9.448958039283752441e-01,9.415118694305419922e-01,7.916036844253540039e-01,8.918768167495727539e-01,8.893490433692932129e-01,7.907137870788574219e-01,7.327020764350891113e-01,7.886373400688171387e-01,9.257436990737915039e-01,9.141764044761657715e-01,8.409941196441650391e-01,8.375690579414367676e-01,8.532984852790832520e-01,8.440557122230529785e-01,9.213790893554687500e-01,8.556433320045471191e-01,7.786527872085571289e-01,7.506749629974365234e-01,8.363897204399108887e-01,9.292063117027282715e-01,7.966865897178649902e-01,8.120619058609008789e-01
6.433096528053283691e-01,6.447892785072326660e-01,6.872043609619140625e-01,6.308016777038574219e-01,6.409442424774169922e-01,6.277251839637756348e-01,6.851285099983215332e-01,6.925544142723083496e-01,6.208879947662353516e-01,6.972320079803466797e-01,6.701411008834838867e-01,7.098051905632019043e-01,6.784547567367553711e-01,6.994854211807250977e-01,7.403801679611206055e-01,6.821660399436950684e-01,7.414736747741699219e-01,6.269920468330383301e-01,5.757414698600769043e-01,7.378283143043518066e-01,7.266423106193542480e-01,7.088021636009216309e-01,6.791119575500488281e-01,6.444549560546875000e-01,6.297144889831542969e-01,7.166672348976135254e-01,6.368071436882019043e-01,6.840366721153259277e-01,7.623912692070007324e-01,6.985040903091430664e-01
5.113478302955627441e-01,5.495263934135437012e-01,5.022924542427062988e-01,5.275334715843200684e-01,5.441743135452270508e-01,5.276230573654174805e-01,6.042591929435729980e-01,4.806324243545532227e-01,5.889106392860412598e-01,5.233232378959655762e-01,5.262095332145690918e-01,5.277679562568664551e-01,5.699717402458190918e-01,5.340401530265808105e-01,5.243493914604187012e-01,5.128231048583984375e-01,5.898606777191162109e-01,5.546529293060302734e-01,5.352529883384704590e-01,5.132662057876586914e-01,5.386660099029541016e-01,5.533879995346069336e-01,5.246964693069458008e-01,5.171052813529968262e-01,5.072882771492004395e-01,5.549682378768920898e-01,5.548869371414184570e-01,5.495690107345581055e-01,5.510494709014892578e-01,5.312580466270446777e-01
4.197458028793334961e-01,4.150367379188537598e-01,4.116750061511993408e-01,4.094024300575256348e-01,4.030760228633880615e-01,4.135060012340545654e-01,4.146562218666076660e-01,4.236989915370941162e-01,4.384627342224121094e-01,4.414421617984771729e-01,4.306274056434631348e-01,4.050060808658599854e-01,4.885668754577636719e-01,4.226935505867004395e-01,4.135199487209320068e-01,4.233520328998565674e-01,4.042778611183166504e-01,4.197176396846771240e-01,4.244503974914550781e-01,4.238043725490570068e-01,4.620502591133117676e-01,4.166358411312103271e-01,4.393407404422760010e-01,4.573279917240142822e-01,4.616884887218475342e-01,4.316049218177795410e-01,4.405117928981781006e-01,4.109016954898834229e-01,4.268112778663635254e-01,4.241560101509094238e-01
3.173737823963165283e-01,3.234594762325286865e-01,3.226740956306457520e-01,3.224873244762420654e-01,3.229565322399139404e-01,3.213414251804351807e-01,3.048153519630432129e-01,3.245575726032257080e-01,3.191096484661102295e-01,3.240349888801574707e-01,3.269436061382293701e-01,3.432325124740600586e-01,3.270620405673980713e-01,3.284674882888793945e-01,3.283684849739074707e-01,3.203139901161193848e-01,3.026795685291290283e-01,3.300469219684600830e-01,3.281448781490325928e-01,3.202145099639892578e-01,3.210034072399139404e-01,3.310136198997497559e-01,3.269226551055908203e-01,3.157311975955963135e-01,3.578997850418090820e-01,3.060209751129150391e-01,3.457227945327758789e-01,3.502822816371917725e-01,3.179345428943634033e-01,3.138395845890045166e-01
2.406095415353775024e-01,2.421681284904479980e-01,2.461268752813339233e-01,2.632792890071868896e-01,2.384433895349502563e-01,2.444229722023010254e-01,2.696862518787384033e-01,2.358907759189605713e-01,2.577334344387054443e-01,2.391589730978012085e-01,2.447120398283004761e-01,2.559417784214019775e-01,2.506862282752990723e-01,2.603358030319213867e-01,2.477542161941528320e-01,2.623199820518493652e-01,2.499563246965408325e-01,2.485946118831634521e-01,2.497641444206237793e-01,2.561722397804260254e-01,2.346110641956329346e-01,2.511305510997772217e-01,2.605141699314117432e-01,2.363680303096771240e-01,2.478026300668716431e-01,2.434347867965698242e-01,2.379702478647232056e-01,2.436274141073226929e-01,2.548297941684722900e-01,2.495855987071990967e-01
1.967134922742843628e-01,1.996053606271743774e-01,1.928970366716384888e-01,1.928189247846603394e-01,1.976366192102432251e-01,1.946343332529067993e-01,1.986917704343795776e-01,1.911947429180145264e-01,1.930892318487167358e-01,1.903934925794601440e-01,1.887401789426803589e-01,1.960916668176651001e-01,1.956730484962463379e-01,1.923182904720306396e-01,1.931641697883605957e-01,1.915983557701110840e-01,1.922852843999862671e-01,1.936720758676528931e-01,1.949640810489654541e-01,1.954239457845687866e-01,1.946596354246139526e-01,1.965963691473007202e-01,1.934216320514678955e-01,1.972460895776748657e-01,1.938897371292114258e-01,1.941163688898086548e-01,1.987248808145523071e-01,2.026019990444183350e-01,2.006577104330062866e-01,1.948397755622863770e-01
1.552886217832565308e-01,1.578585505485534668e-01,1.572586596012115479e-01,1.575749516487121582e-01,1.588109880685806274e-01,1.566998958587646484e-01,1.570786833763122559e-01,1.571039855480194092e-01,1.588102728128433228e-01,1.560814678668975830e-01,1.588177531957626343e-01,1.579104214906692505e-01,1.579347401857376099e-01,1.573780328035354614e-01,1.574111133813858032e-01,1.557707935571670532e-01,1.576410382986068726e-01,1.570808589458465576e-01,1.554067432880401611e-01,1.564477086067199707e-01,1.573911160230636597e-01,1.571690887212753296e-01,1.563843935728073120e-01,1.581765860319137573e-01,1.571559458971023560e-01,1.591941863298416138e-01,1.577529311180114746e-01,1.584797650575637817e-01,1.562702655792236328e-01,1.584549993276596069e-01
